barcode01_concatenated_racon-11430-8,d__Bacteria;,98.631,1461,10,5,0.0,2532,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-40-111,d__Bacteria;,86.622,1495,163,14,0.0,1765,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group; s__uncultured_bacterium
barcode08_concatenated_racon-40-111,d__Bacteria;,86.189,1506,160,13,0.0,1764,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
barcode08_concatenated_racon-40-111,d__Bacteria;,86.330,1507,156,16,0.0,1763,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.550,1487,171,10,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__Klebsiella_pneumoniae
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.141,1508,157,14,0.0,1762,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.412,1494,165,12,0.0,1761,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Pectobacterium; s__Pectobacterium_carotovorum
barcode08_concatenated_racon-40-111,d__Bacteria;,86.122,1506,161,13,0.0,1759,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,86.122,1506,161,13,0.0,1759,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,90.637,1271,89,7,0.0,1752,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-40-111,d__Bacteria;,85.484,62,9,0,2.45e-10,72.5,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.958,1506,57,10,0.0,2292,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.891,1506,58,10,0.0,2287,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.891,1506,58,10,0.0,2287,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.891,1506,58,10,0.0,2287,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.891,1506,58,10,0.0,2287,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.891,1506,58,10,0.0,2287,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.825,1506,59,10,0.0,2283,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,94.086,1505,57,14,0.0,2279,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.758,1506,60,10,0.0,2278,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.692,1506,61,10,0.0,2274,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-41-158,d__Bacteria;,93.692,1506,61,10,0.0,2274,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode08_concatenated_racon-455-34,d__Bacteria;,99.197,1494,8,3,0.0,2631,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_oxalativorans
barcode08_concatenated_racon-455-34,d__Bacteria;,99.129,1493,10,2,0.0,2628,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,99.261,1488,7,3,0.0,2626,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sp.
barcode08_concatenated_racon-455-34,d__Bacteria;,99.130,1494,9,3,0.0,2626,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,99.130,1494,9,3,0.0,2626,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,99.260,1487,7,3,0.0,2625,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sp.
barcode08_concatenated_racon-455-34,d__Bacteria;,99.063,1494,10,3,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_vervacti
barcode08_concatenated_racon-455-34,d__Bacteria;,99.063,1494,10,3,0.0,2622,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_oxalativorans
barcode08_concatenated_racon-455-34,d__Bacteria;,98.995,1493,12,2,0.0,2619,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,98.996,1494,11,3,0.0,2617,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,98.929,1494,12,3,0.0,2613,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_vervacti
barcode08_concatenated_racon-455-34,d__Bacteria;,98.993,1489,11,3,0.0,2612,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sp.
barcode08_concatenated_racon-455-34,d__Bacteria;,98.795,1494,14,3,0.0,2604,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.727,1493,16,2,0.0,2601,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.728,1494,15,3,0.0,2599,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.728,1494,15,3,0.0,2599,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.728,1494,15,3,0.0,2599,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.660,1493,17,2,0.0,2597,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.661,1494,16,3,0.0,2595,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.661,1494,16,3,0.0,2595,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-455-34,d__Bacteria;,98.661,1494,16,3,0.0,2595,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_faecigallinarum
barcode08_concatenated_racon-455-34,d__Bacteria;,99.118,1474,9,3,0.0,2592,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_sputorum
barcode08_concatenated_racon-455-34,d__Bacteria;,98.594,1494,17,3,0.0,2590,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea; s__Pandoraea_pnomenusa
barcode08_concatenated_racon-46-106,d__Bacteria;,90.000,1440,113,11,0.0,1927,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,91.691,1348,85,7,0.0,1920,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode08_concatenated_racon-46-106,d__Bacteria;,89.792,1440,116,10,0.0,1918,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode08_concatenated_racon-46-106,d__Bacteria;,91.298,1356,90,10,0.0,1894,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode08_concatenated_racon-46-106,d__Bacteria;,91.179,1349,91,8,0.0,1887,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode08_concatenated_racon-46-106,d__Bacteria;,90.651,1337,100,8,0.0,1835,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode08_concatenated_racon-46-106,d__Bacteria;,88.603,1439,133,12,0.0,1830,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode08_concatenated_racon-46-106,d__Bacteria;,90.684,1331,93,11,0.0,1820,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,88.317,1438,137,14,0.0,1801,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,87.778,1440,147,9,0.0,1790,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode08_concatenated_racon-46-106,d__Bacteria;,88.039,1438,141,15,0.0,1779,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode08_concatenated_racon-46-106,d__Bacteria;,89.688,1348,115,11,0.0,1777,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,90.220,1319,98,11,0.0,1776,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode08_concatenated_racon-46-106,d__Bacteria;,89.481,1350,115,12,0.0,1765,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode08_concatenated_racon-46-106,d__Bacteria;,89.259,1350,118,11,0.0,1756,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sp.
barcode08_concatenated_racon-46-106,d__Bacteria;,89.363,1382,87,31,0.0,1745,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode08_concatenated_racon-46-106,d__Bacteria;,87.325,1428,165,12,0.0,1720,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Megaira; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,87.142,1431,168,12,0.0,1712,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__uncultured; s__metagenome
barcode08_concatenated_racon-46-106,d__Bacteria;,89.416,1370,103,32,0.0,1711,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode08_concatenated_racon-46-106,d__Bacteria;,86.932,1431,170,13,0.0,1695,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Megaira; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,88.526,1316,121,14,0.0,1657,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode08_concatenated_racon-46-106,d__Bacteria;,86.202,1435,177,14,0.0,1652,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Gigarickettsia; s__uncultured_bacterium
barcode08_concatenated_racon-46-106,d__Bacteria;,87.057,1383,160,15,0.0,1637,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Bouteloua_dactyloides
barcode08_concatenated_racon-46-106,d__Bacteria;,95.833,24,1,0,1.4,40.1,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Bouteloua_dactyloides
barcode08_concatenated_racon-46-128,d__Bacteria;,96.825,1449,44,2,0.0,2399,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Cyanobacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,94.897,1450,71,3,0.0,2271,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,93.352,1444,89,3,0.0,2165,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Actinidia_chinensis
barcode08_concatenated_racon-46-128,d__Bacteria;,92.764,1451,99,6,0.0,2122,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Cyanobacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,92.610,1448,105,2,0.0,2122,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,92.472,1448,107,2,0.0,2113,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,91.942,1452,111,5,0.0,2075,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Cyanobacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,91.609,1454,112,8,0.0,2046,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,91.448,1450,120,4,0.0,2042,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-46-128,d__Bacteria;,91.253,1452,118,8,0.0,2019,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Betula_pendula
barcode08_concatenated_racon-46-128,d__Bacteria;,91.116,1452,120,8,0.0,2010,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Morus_indica
barcode08_concatenated_racon-46-128,d__Bacteria;,91.047,1452,121,8,0.0,2005,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Nicotiana_tabacum
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,123,7,0.0,2004,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Cucumis_sativus
barcode08_concatenated_racon-46-128,d__Bacteria;,91.041,1451,120,9,0.0,2003,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Oscillatoria
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Gossypium_arboreum
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ricinus_communis
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Carica_papaya
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Coffea_arabica
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Vitis_vinifera
barcode08_concatenated_racon-46-128,d__Bacteria;,90.978,1452,122,8,0.0,2001,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Gossypium_hirsutum
barcode08_concatenated_racon-46-128,d__Bacteria;,90.909,1452,124,7,0.0,2000,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Cucumis_sativus
barcode08_concatenated_racon-46-128,d__Bacteria;,90.909,1452,123,8,0.0,1996,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Helixanthera_parasitica
barcode08_concatenated_racon-46-128,d__Bacteria;,90.909,1452,123,8,0.0,1996,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Aethionema_cordifolium
barcode08_concatenated_racon-48-197,d__Bacteria;,95.065,1378,59,7,0.0,2156,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-48-197,d__Bacteria;,93.324,1378,81,7,0.0,2049,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-48-197,d__Bacteria;,93.338,1381,78,10,0.0,2044,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-48-197,d__Bacteria;,93.059,1383,82,7,0.0,2043,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Actinidia_chinensis
barcode08_concatenated_racon-48-197,d__Bacteria;,93.179,1378,83,7,0.0,2040,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
barcode08_concatenated_racon-48-197,d__Bacteria;,92.929,1386,85,9,0.0,2030,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Cyanobacterium
barcode08_concatenated_racon-48-197,d__Bacteria;,93.124,1367,82,8,0.0,2017,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Betula_pendula
barcode08_concatenated_racon-48-197,d__Bacteria;,93.124,1367,82,9,0.0,2012,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Gossypium_arboreum
barcode08_concatenated_racon-48-197,d__Bacteria;,93.124,1367,82,9,0.0,2012,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Gossypium_hirsutum
barcode08_concatenated_racon-48-197,d__Bacteria;,93.491,1352,70,11,0.0,2009,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
